/data/vce_dataset/videos/00000.mp4 0
/data/vce_dataset/videos/00001.mp4 2
/data/vce_dataset/videos/00002.mp4 13
/data/vce_dataset/videos/00003.mp4 3
/data/vce_dataset/videos/00004.mp4 2
/data/vce_dataset/videos/00005.mp4 24
/data/vce_dataset/videos/00006.mp4 18
/data/vce_dataset/videos/00007.mp4 3
/data/vce_dataset/videos/00008.mp4 2
/data/vce_dataset/videos/00009.mp4 1
/data/vce_dataset/videos/00010.mp4 26
/data/vce_dataset/videos/00011.mp4 10
/data/vce_dataset/videos/00012.mp4 26
/data/vce_dataset/videos/00013.mp4 17
/data/vce_dataset/videos/00014.mp4 1
/data/vce_dataset/videos/00015.mp4 2
/data/vce_dataset/videos/00016.mp4 2
/data/vce_dataset/videos/00017.mp4 17
/data/vce_dataset/videos/00018.mp4 3
/data/vce_dataset/videos/00019.mp4 10
/data/vce_dataset/videos/00020.mp4 13
/data/vce_dataset/videos/00021.mp4 1
/data/vce_dataset/videos/00022.mp4 8
/data/vce_dataset/videos/00023.mp4 2
/data/vce_dataset/videos/00024.mp4 1
/data/vce_dataset/videos/00025.mp4 18
/data/vce_dataset/videos/00026.mp4 2
/data/vce_dataset/videos/00027.mp4 1
/data/vce_dataset/videos/00028.mp4 7
/data/vce_dataset/videos/00029.mp4 7
/data/vce_dataset/videos/00030.mp4 3
/data/vce_dataset/videos/00031.mp4 11
/data/vce_dataset/videos/00032.mp4 20
/data/vce_dataset/videos/00033.mp4 22
/data/vce_dataset/videos/00034.mp4 13
/data/vce_dataset/videos/00035.mp4 8
/data/vce_dataset/videos/00036.mp4 19
/data/vce_dataset/videos/00037.mp4 18
/data/vce_dataset/videos/00038.mp4 18
/data/vce_dataset/videos/00039.mp4 3
/data/vce_dataset/videos/00040.mp4 24
/data/vce_dataset/videos/00041.mp4 19
/data/vce_dataset/videos/00042.mp4 8
/data/vce_dataset/videos/00043.mp4 8
/data/vce_dataset/videos/00044.mp4 8
/data/vce_dataset/videos/00045.mp4 13
/data/vce_dataset/videos/00046.mp4 2
/data/vce_dataset/videos/00047.mp4 18
/data/vce_dataset/videos/00048.mp4 18
/data/vce_dataset/videos/00049.mp4 1
/data/vce_dataset/videos/00050.mp4 8
/data/vce_dataset/videos/00051.mp4 18
/data/vce_dataset/videos/00052.mp4 11
/data/vce_dataset/videos/00053.mp4 16
/data/vce_dataset/videos/00054.mp4 13
/data/vce_dataset/videos/00055.mp4 2
/data/vce_dataset/videos/00056.mp4 8
/data/vce_dataset/videos/00057.mp4 0
/data/vce_dataset/videos/00058.mp4 4
/data/vce_dataset/videos/00059.mp4 24
/data/vce_dataset/videos/00060.mp4 19
/data/vce_dataset/videos/00061.mp4 8
/data/vce_dataset/videos/00062.mp4 18
/data/vce_dataset/videos/00063.mp4 1
/data/vce_dataset/videos/00064.mp4 1
/data/vce_dataset/videos/00065.mp4 3
/data/vce_dataset/videos/00066.mp4 24
/data/vce_dataset/videos/00067.mp4 19
/data/vce_dataset/videos/00068.mp4 26
/data/vce_dataset/videos/00069.mp4 11
/data/vce_dataset/videos/00070.mp4 1
/data/vce_dataset/videos/00071.mp4 1
/data/vce_dataset/videos/00072.mp4 19
/data/vce_dataset/videos/00073.mp4 26
/data/vce_dataset/videos/00074.mp4 26
/data/vce_dataset/videos/00075.mp4 1
/data/vce_dataset/videos/00076.mp4 26
